,Node,Structure_Type,Structure_Name,Structure_Definition
51,as2dist1,IP_Access_List,102,"{'lines': [{'class': 'org.batfish.datamodel.ExprAclLine', 'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '255.255.0.0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '2.128.0.0'}}}, 'name': 'permit ip host 2.128.0.0 host 255.255.0.0', 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched line '}, {'class': 'org.batfish.datamodel.TraceElement$LinkFragment', 'text': 'permit ip host 2.128.0.0 host 255.255.0.0', 'vendorStructureId': {'filename': 'configs/as2dist1.cfg', 'structureName': '102: permit ip host 2.128.0.0 host 255.255.0.0', 'structureType': 'extended ipv4 access-list line'}}]}, 'vendorStructureId': {'filename': 'configs/as2dist1.cfg', 'structureName': '102: permit ip host 2.128.0.0 host 255.255.0.0', 'structureType': 'extended ipv4 access-list line'}}], 'name': '102', 'sourceName': '102', 'sourceType': 'extended ipv4 access-list'}"
52,as1border2,Routing_Policy,as4_to_as1,"{'name': 'as4_to_as1', 'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~as4_to_as1~100~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.Conjunction', 'conjuncts': [{'class': 'org.batfish.datamodel.routing_policy.communities.MatchCommunities', 'communitySetExpr': {'class': 'org.batfish.datamodel.routing_policy.communities.InputCommunities'}, 'communitySetMatchExpr': {'class': 'org.batfish.datamodel.routing_policy.communities.CommunitySetMatchExprReference', 'name': 'as4_community'}}, {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'as4-prefixes'}}]}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.TraceableStatement', 'innerStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 350}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}], 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched '}, {'class': 'org.batfish.datamodel.TraceElement$LinkFragment', 'text': 'route-map as4_to_as1 clause 100', 'vendorStructureId': {'filename': 'configs/as1border2.cfg', 'structureName': 'as4_to_as1 100', 'structureType': 'route-map-clause'}}]}}]}]}"
53,as2border2,IP_Access_List,103,"{'lines': [{'class': 'org.batfish.datamodel.ExprAclLine', 'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '255.255.255.0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '3.0.1.0'}}}, 'name': 'permit ip host 3.0.1.0 host 255.255.255.0', 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched line '}, {'class': 'org.batfish.datamodel.TraceElement$LinkFragment', 'text': 'permit ip host 3.0.1.0 host 255.255.255.0', 'vendorStructureId': {'filename': 'configs/as2border2.cfg', 'structureName': '103: permit ip host 3.0.1.0 host 255.255.255.0', 'structureType': 'extended ipv4 access-list line'}}]}, 'vendorStructureId': {'filename': 'configs/as2border2.cfg', 'structureName': '103: permit ip host 3.0.1.0 host 255.255.255.0', 'structureType': 'extended ipv4 access-list line'}}, {'class': 'org.batfish.datamodel.ExprAclLine', 'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '255.255.255.0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '3.0.2.0'}}}, 'name': 'permit ip host 3.0.2.0 host 255.255.255.0', 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched line '}, {'class': 'org.batfish.datamodel.TraceElement$LinkFragment', 'text': 'permit ip host 3.0.2.0 host 255.255.255.0', 'vendorStructureId': {'filename': 'configs/as2border2.cfg', 'structureName': '103: permit ip host 3.0.2.0 host 255.255.255.0', 'structureType': 'extended ipv4 access-list line'}}]}, 'vendorStructureId': {'filename': 'configs/as2border2.cfg', 'structureName': '103: permit ip host 3.0.2.0 host 255.255.255.0', 'structureType': 'extended ipv4 access-list line'}}], 'name': '103', 'sourceName': '103', 'sourceType': 'extended ipv4 access-list'}"
54,as3border1,VRF,default,"{'name': 'default', 'ospfProcesses': {'1': {'adminCosts': {'ospf': 110, 'ospfE1': 110, 'ospfE2': 110, 'ospfIA': 110, 'ospfIS': 110}, 'areas': {'1': {'injectDefaultRoute': True, 'interfaces': ['GigabitEthernet0/0', 'Loopback0'], 'metricOfDefaultRoute': 0, 'name': 1, 'stubType': 'NONE'}}, 'exportPolicy': '~OSPF_EXPORT_POLICY:default:1~', 'processId': '1', 'referenceBandwidth': 100000000.0, 'routerId': '3.1.1.1', 'summaryAdminCost': 254, 'summaryDiscardMetric': 0}}, 'bgpProcess': {'ebgpAdminCost': 20, 'ibgpAdminCost': 200, 'localAdminCost': 200, 'localOriginationTypeTieBreaker': 'NO_PREFERENCE', 'networkNextHopIpTieBreaker': 'HIGHEST_NEXT_HOP_IP', 'redistributeNextHopIpTieBreaker': 'HIGHEST_NEXT_HOP_IP', 'redistributionPolicy': '~BGP_REDISTRIBUTION_POLICY:default~', 'routerId': '3.1.1.1', 'clusterListAsIbgpCost': True, 'multipathEbgp': True, 'multipathEquivalentAsPathMatchMode': 'EXACT_PATH', 'multipathIbgp': True, 'neighbors': {'3.10.1.1': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 50397441, 'defaultMetric': 0, 'ebgpMultihop': False, 'enforceFirstAs': True, 'group': 'as3', 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': True, 'additionalPathsSelectAll': True, 'additionalPathsSend': True, 'advertiseExternal': False, 'advertiseInactive': True, 'allowLocalAsIn': False, 'allowRemoteAsOut': 'ALWAYS', 'sendCommunity': True, 'sendExtendedCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:default:3.10.1.1~', 'routeReflectorClient': False}, 'localAs': 3, 'localIp': '3.1.1.1', 'peerAddress': '3.10.1.1', 'remoteAsns': '3'}, '10.23.21.2': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 50397441, 'defaultMetric': 0, 'ebgpMultihop': False, 'enforceFirstAs': True, 'group': 'as2', 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': True, 'additionalPathsSelectAll': True, 'additionalPathsSend': True, 'advertiseExternal': False, 'advertiseInactive': True, 'allowLocalAsIn': False, 'allowRemoteAsOut': 'ALWAYS', 'sendCommunity': True, 'sendExtendedCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:default:10.23.21.2~', 'exportPolicySources': ['as3_to_as2'], 'importPolicy': 'as2_to_as3', 'importPolicySources': ['as2_to_as3'], 'routeReflectorClient': False}, 'localAs': 3, 'localIp': '10.23.21.3', 'peerAddress': '10.23.21.2', 'remoteAsns': '2'}}, 'tieBreaker': 'ARRIVAL_ORDER'}, 'resolutionPolicy': '~RESOLUTION_POLICY~'}"
55,as2border2,Route_Filter_List,103,"{'lines': [{'action': 'PERMIT', 'ipWildcard': '3.0.1.0/24', 'lengthRange': '24-24'}, {'action': 'PERMIT', 'ipWildcard': '3.0.2.0/24', 'lengthRange': '24-24'}], 'name': '103', 'vendorStructureId': {'filename': 'configs/as2border2.cfg', 'structureName': '103', 'structureType': 'extended ipv4 access-list'}}"
56,as3border2,IP_Access_List,102,"{'lines': [{'class': 'org.batfish.datamodel.ExprAclLine', 'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '255.0.0.0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '2.0.0.0'}}}, 'name': 'permit ip host 2.0.0.0 host 255.0.0.0', 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched line '}, {'class': 'org.batfish.datamodel.TraceElement$LinkFragment', 'text': 'permit ip host 2.0.0.0 host 255.0.0.0', 'vendorStructureId': {'filename': 'configs/as3border2.cfg', 'structureName': '102: permit ip host 2.0.0.0 host 255.0.0.0', 'structureType': 'extended ipv4 access-list line'}}]}, 'vendorStructureId': {'filename': 'configs/as3border2.cfg', 'structureName': '102: permit ip host 2.0.0.0 host 255.0.0.0', 'structureType': 'extended ipv4 access-list line'}}, {'class': 'org.batfish.datamodel.ExprAclLine', 'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '255.255.0.0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '2.128.0.0'}}}, 'name': 'permit ip host 2.128.0.0 host 255.255.0.0', 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched line '}, {'class': 'org.batfish.datamodel.TraceElement$LinkFragment', 'text': 'permit ip host 2.128.0.0 host 255.255.0.0', 'vendorStructureId': {'filename': 'configs/as3border2.cfg', 'structureName': '102: permit ip host 2.128.0.0 host 255.255.0.0', 'structureType': 'extended ipv4 access-list line'}}]}, 'vendorStructureId': {'filename': 'configs/as3border2.cfg', 'structureName': '102: permit ip host 2.128.0.0 host 255.255.0.0', 'structureType': 'extended ipv4 access-list line'}}], 'name': '102', 'sourceName': '102', 'sourceType': 'extended ipv4 access-list'}"
57,as2core2,VRF,default,"{'name': 'default', 'ospfProcesses': {'1': {'adminCosts': {'ospf': 110, 'ospfE1': 110, 'ospfE2': 110, 'ospfIA': 110, 'ospfIS': 110}, 'areas': {'1': {'injectDefaultRoute': True, 'interfaces': ['GigabitEthernet0/0', 'GigabitEthernet1/0', 'GigabitEthernet2/0', 'GigabitEthernet3/0', 'Loopback0'], 'metricOfDefaultRoute': 0, 'name': 1, 'stubType': 'NONE'}}, 'exportPolicy': '~OSPF_EXPORT_POLICY:default:1~', 'processId': '1', 'referenceBandwidth': 100000000.0, 'routerId': '2.1.2.2', 'summaryAdminCost': 254, 'summaryDiscardMetric': 0}}, 'bgpProcess': {'ebgpAdminCost': 20, 'ibgpAdminCost': 200, 'localAdminCost': 200, 'localOriginationTypeTieBreaker': 'NO_PREFERENCE', 'networkNextHopIpTieBreaker': 'HIGHEST_NEXT_HOP_IP', 'redistributeNextHopIpTieBreaker': 'HIGHEST_NEXT_HOP_IP', 'redistributionPolicy': '~BGP_REDISTRIBUTION_POLICY:default~', 'routerId': '2.1.2.2', 'clusterListAsIbgpCost': True, 'multipathEbgp': True, 'multipathEquivalentAsPathMatchMode': 'EXACT_PATH', 'multipathIbgp': True, 'neighbors': {'2.1.1.1': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 33620482, 'defaultMetric': 0, 'ebgpMultihop': False, 'enforceFirstAs': True, 'group': 'as2', 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': True, 'additionalPathsSelectAll': True, 'additionalPathsSend': True, 'advertiseExternal': False, 'advertiseInactive': True, 'allowLocalAsIn': False, 'allowRemoteAsOut': 'ALWAYS', 'sendCommunity': True, 'sendExtendedCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:default:2.1.1.1~', 'routeReflectorClient': True}, 'localAs': 2, 'localIp': '2.1.2.2', 'peerAddress': '2.1.1.1', 'remoteAsns': '2'}, '2.1.1.2': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 33620482, 'defaultMetric': 0, 'ebgpMultihop': False, 'enforceFirstAs': True, 'group': 'as2', 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': True, 'additionalPathsSelectAll': True, 'additionalPathsSend': True, 'advertiseExternal': False, 'advertiseInactive': True, 'allowLocalAsIn': False, 'allowRemoteAsOut': 'ALWAYS', 'sendCommunity': True, 'sendExtendedCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:default:2.1.1.2~', 'routeReflectorClient': True}, 'localAs': 2, 'localIp': '2.1.2.2', 'peerAddress': '2.1.1.2', 'remoteAsns': '2'}, '2.1.3.1': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 33620482, 'defaultMetric': 0, 'ebgpMultihop': False, 'enforceFirstAs': True, 'group': 'as2', 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': True, 'additionalPathsSelectAll': True, 'additionalPathsSend': True, 'advertiseExternal': False, 'advertiseInactive': True, 'allowLocalAsIn': False, 'allowRemoteAsOut': 'ALWAYS', 'sendCommunity': True, 'sendExtendedCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:default:2.1.3.1~', 'routeReflectorClient': True}, 'localAs': 2, 'localIp': '2.1.2.2', 'peerAddress': '2.1.3.1', 'remoteAsns': '2'}, '2.1.3.2': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 33620482, 'defaultMetric': 0, 'ebgpMultihop': False, 'enforceFirstAs': True, 'group': 'as2', 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': True, 'additionalPathsSelectAll': True, 'additionalPathsSend': True, 'advertiseExternal': False, 'advertiseInactive': True, 'allowLocalAsIn': False, 'allowRemoteAsOut': 'ALWAYS', 'sendCommunity': True, 'sendExtendedCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:default:2.1.3.2~', 'routeReflectorClient': True}, 'localAs': 2, 'localIp': '2.1.2.2', 'peerAddress': '2.1.3.2', 'remoteAsns': '2'}}, 'tieBreaker': 'ARRIVAL_ORDER'}, 'resolutionPolicy': '~RESOLUTION_POLICY~'}"
58,as2dept1,Route_Filter_List,102,"{'lines': [{'action': 'PERMIT', 'ipWildcard': '2.128.0.0/24', 'lengthRange': '24-24'}, {'action': 'PERMIT', 'ipWildcard': '2.128.1.0/24', 'lengthRange': '24-24'}], 'name': '102', 'vendorStructureId': {'filename': 'configs/as2dept1.cfg', 'structureName': '102', 'structureType': 'extended ipv4 access-list'}}"
59,as2dist2,IP_Access_List,105,"{'lines': [{'class': 'org.batfish.datamodel.ExprAclLine', 'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '255.255.255.0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '1.0.1.0'}}}, 'name': 'permit ip host 1.0.1.0 host 255.255.255.0', 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched line '}, {'class': 'org.batfish.datamodel.TraceElement$LinkFragment', 'text': 'permit ip host 1.0.1.0 host 255.255.255.0', 'vendorStructureId': {'filename': 'configs/as2dist2.cfg', 'structureName': '105: permit ip host 1.0.1.0 host 255.255.255.0', 'structureType': 'extended ipv4 access-list line'}}]}, 'vendorStructureId': {'filename': 'configs/as2dist2.cfg', 'structureName': '105: permit ip host 1.0.1.0 host 255.255.255.0', 'structureType': 'extended ipv4 access-list line'}}, {'class': 'org.batfish.datamodel.ExprAclLine', 'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '255.255.255.0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '1.0.2.0'}}}, 'name': 'permit ip host 1.0.2.0 host 255.255.255.0', 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched line '}, {'class': 'org.batfish.datamodel.TraceElement$LinkFragment', 'text': 'permit ip host 1.0.2.0 host 255.255.255.0', 'vendorStructureId': {'filename': 'configs/as2dist2.cfg', 'structureName': '105: permit ip host 1.0.2.0 host 255.255.255.0', 'structureType': 'extended ipv4 access-list line'}}]}, 'vendorStructureId': {'filename': 'configs/as2dist2.cfg', 'structureName': '105: permit ip host 1.0.2.0 host 255.255.255.0', 'structureType': 'extended ipv4 access-list line'}}, {'class': 'org.batfish.datamodel.ExprAclLine', 'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '255.255.255.0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '3.0.1.0'}}}, 'name': 'permit ip host 3.0.1.0 host 255.255.255.0', 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched line '}, {'class': 'org.batfish.datamodel.TraceElement$LinkFragment', 'text': 'permit ip host 3.0.1.0 host 255.255.255.0', 'vendorStructureId': {'filename': 'configs/as2dist2.cfg', 'structureName': '105: permit ip host 3.0.1.0 host 255.255.255.0', 'structureType': 'extended ipv4 access-list line'}}]}, 'vendorStructureId': {'filename': 'configs/as2dist2.cfg', 'structureName': '105: permit ip host 3.0.1.0 host 255.255.255.0', 'structureType': 'extended ipv4 access-list line'}}, {'class': 'org.batfish.datamodel.ExprAclLine', 'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '255.255.255.0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '3.0.2.0'}}}, 'name': 'permit ip host 3.0.2.0 host 255.255.255.0', 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched line '}, {'class': 'org.batfish.datamodel.TraceElement$LinkFragment', 'text': 'permit ip host 3.0.2.0 host 255.255.255.0', 'vendorStructureId': {'filename': 'configs/as2dist2.cfg', 'structureName': '105: permit ip host 3.0.2.0 host 255.255.255.0', 'structureType': 'extended ipv4 access-list line'}}]}, 'vendorStructureId': {'filename': 'configs/as2dist2.cfg', 'structureName': '105: permit ip host 3.0.2.0 host 255.255.255.0', 'structureType': 'extended ipv4 access-list line'}}], 'name': '105', 'sourceName': '105', 'sourceType': 'extended ipv4 access-list'}"
60,as2border1,Routing_Policy,as1_to_as2,"{'name': 'as1_to_as2', 'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~as1_to_as2~100~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.communities.MatchCommunities', 'communitySetExpr': {'class': 'org.batfish.datamodel.routing_policy.communities.InputCommunities'}, 'communitySetMatchExpr': {'class': 'org.batfish.datamodel.routing_policy.communities.CommunitySetMatchExprReference', 'name': 'as1_community'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.TraceableStatement', 'innerStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 350}}, {'class': 'org.batfish.datamodel.routing_policy.communities.SetCommunities', 'communitySetExpr': {'class': 'org.batfish.datamodel.routing_policy.communities.CommunitySetUnion', 'exprs': [{'class': 'org.batfish.datamodel.routing_policy.communities.InputCommunities'}, {'class': 'org.batfish.datamodel.routing_policy.communities.LiteralCommunitySet', 'communitySet': ['1:2']}]}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}], 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched '}, {'class': 'org.batfish.datamodel.TraceElement$LinkFragment', 'text': 'route-map as1_to_as2 clause 100', 'vendorStructureId': {'filename': 'configs/as2border1.cfg', 'structureName': 'as1_to_as2 100', 'structureType': 'route-map-clause'}}]}}]}]}"
